id,name,geo,FIPS
MN,Minnesota,"<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>-96.57216,46.12486 -96.59199,46.21554 -96.60042,46.32698 -96.69318,46.41556 -96.71908,46.4675 -96.73971,46.52548 -96.75432,46.57556 -96.78652,46.6189 -96.79675,46.80371 -96.83533,47.14864 -96.83662,47.21724 -96.84191,47.28515 -96.83686,47.37287 -96.85824,47.44293 -96.85894,47.51493 -96.85885,47.59587 -96.93103,47.71572 -96.99136,47.80794 -97.01554,47.90646 -97.13601,48.17704 -97.12893,48.45813 -97.13104,48.61319 -97.13643,48.7473 -97.17801,48.83509 -97.23062,48.96428 -97.22739,49.00068 -96.80016,48.99998 -96.25029,48.99998 -95.85602,48.99975 -95.65843,48.99944 -95.3754,48.99893 -95.15338,49.24573 -95.15329,49.36931 -94.97427,49.36754 -94.69035,48.86383 -94.68236,48.77344 -94.58753,48.71748 -94.44406,48.69349 -94.33316,48.70394 -94.18861,48.64995 -93.97652,48.63752 -93.8879,48.63087 -93.81207,48.58493 -93.78465,48.51546 -93.71423,48.51784 -93.63118,48.53058 -93.58968,48.52897 -93.49543,48.54183 -93.4597,48.59213 -93.42127,48.6028 -93.39395,48.60336 -93.35276,48.61654 -93.14451,48.62482 -92.71255,48.54083 -92.63735,48.49936 -92.66327,48.44018 -92.48163,48.42745 -92.45383,48.3297 -92.39305,48.25904 -92.3877,48.24709 -92.37944,48.23581 -92.37313,48.22359 -92.36817,48.22359 -92.35383,48.2291 -92.33717,48.2348 -92.32175,48.23731 -92.30145,48.28861 -92.19357,48.34861 -92.04656,48.33474 -91.98016,48.24758 -91.97444,48.24556 -91.9564,48.25223 -91.94071,48.23202 -91.90642,48.23741 -91.86788,48.2191 -91.8344,48.2098 -91.78504,48.1973 -91.75519,48.20376 -91.71147,48.19534 -91.70851,48.15271 -91.69826,48.14116 -91.69252,48.11667 -91.66566,48.10724 -91.62512,48.09995 -91.5743,48.07224 -91.4513,48.06866 -91.43809,48.05174 -91.37766,48.06629 -91.33386,48.06933 -91.29359,48.07379 -91.13788,48.15117 -91.0868,48.17855 -91.04614,48.18875 -91.02156,48.19276 -90.88146,48.24047 -90.83719,48.22413 -90.83615,48.17682 -90.81109,48.17965 -90.79043,48.15999 -90.77803,48.14872 -90.78739,48.1357 -90.78402,48.1281 -90.77312,48.11763 -90.63019,48.10999 -90.55791,48.11982 -90.47763,48.10546 -90.37582,48.09121 -90.30693,48.1053 -90.14479,48.11182 -90.05966,48.0968 -89.99647,48.03777 -89.97881,48.02382 -89.94916,48.0157 -89.92642,48.00181 -89.88071,47.98641 -89.84505,48.00265 -89.82402,48.01108 -89.78573,48.01782 -89.74601,48.0218 -89.71965,48.01818 -89.70753,48.00993 -89.66875,48.00801 -89.63813,48.00744 -89.60912,48.01075 -89.58569,48.00102 -89.4892,48.01453 -89.48338,48.01372 -89.48886,48.00558 -89.49214,47.99989 -89.50009,47.98854 -89.54816,47.91636 -89.57552,47.87488 -89.62517,47.79955 -89.64102,47.77511 -89.65745,47.7499 -89.68073,47.71455 -89.70864,47.67166 -89.73907,47.6249 -89.75011,47.60824 -89.79228,47.54291 -89.82003,47.49991 -89.83731,47.47358 -89.88916,47.3946 -89.90644,47.36828 -89.91657,47.35284 -89.94697,47.30654 -89.9571,47.2911 -89.96571,47.29148 -92.20092,46.7062 -92.29165,46.63861 -92.29258,46.31767 -92.29407,46.07835 -92.37599,46.01591 -92.54859,45.96895 -92.67735,45.90582 -92.77206,45.79523 -92.87649,45.68135 -92.84598,45.56645 -92.67877,45.46357 -92.66392,45.39338 -92.69952,45.34242 -92.75436,45.21248 -92.78804,45.08186 -92.76951,44.85841 -92.69432,44.68862 -92.55146,44.57147 -92.3683,44.55918 -92.03226,44.38641 -91.77449,44.14754 -91.46522,44.00925 -91.30682,43.86434 -91.24419,43.772 -91.21771,43.50073 -91.21771,43.50055 -91.21777,43.50055 -91.32771,43.50074 -91.59098,43.50068 -91.80709,43.50068 -91.97891,43.50067 -92.1557,43.50071 -92.35243,43.50058 -92.53622,43.50023 -92.732,43.50004 -92.94434,43.49978 -93.14917,43.4996 -93.41061,43.49954 -93.5688,43.49963 -93.90833,43.49979 -94.18803,43.50009 -94.40023,43.50032 -94.66761,43.50079 -94.87268,43.50097 -95.05815,43.50098 -95.22238,43.50095 -95.45461,43.50065 -95.6825,43.4999 -95.84386,43.50002 -96.11641,43.50019 -96.24365,43.50026 -96.45325,43.50039 -96.45326,43.50039 -96.45329,43.52445 -96.45344,43.67232 -96.45327,43.78183 -96.453,43.83963 -96.45331,43.88682 -96.45323,43.96645 -96.45315,44.08393 -96.45274,44.17617 -96.45247,44.27176 -96.45193,44.44334 -96.45166,44.60543 -96.45139,44.73996 -96.45166,44.87258 -96.45203,44.99072 -96.45238,45.16768 -96.45238,45.17154 -96.45448,45.30185 -96.54928,45.38213 -96.68714,45.4136 -96.76906,45.5246 -96.85387,45.60272 -96.77795,45.67943 -96.63671,45.77372 -96.57752,45.83751 -96.57112,45.88695 -96.57002,45.91334 -96.56367,45.93524 -96.572,46.12457</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>",27
